PERMNO,date,TICKER,COMNAM,RET
11850,19840928,XON,EXXON CORP,0.040698
11850,19841031,XON,EXXON CORP,-0.022346
11850,19841130,XON,EXXON CORP,0.008000
11850,19841231,XON,EXXON CORP,0.040462
11850,19850131,XON,EXXON CORP,0.066667
11850,19850228,XON,EXXON CORP,0.007292
11850,19850329,XON,EXXON CORP,0.057895
11850,19850430,XON,EXXON CORP,0.024876
11850,19850531,XON,EXXON CORP,0.065049
11850,19850628,XON,EXXON CORP,-0.002315
11850,19850731,XON,EXXON CORP,-0.025522
11850,19850830,XON,EXXON CORP,0.020952
11850,19850930,XON,EXXON CORP,-0.016588
11850,19851031,XON,EXXON CORP,0.060241
11850,19851129,XON,EXXON CORP,-0.013182
11850,19851231,XON,EXXON CORP,0.032787
11850,19860131,XON,EXXON CORP,-0.061224
11850,19860228,XON,EXXON CORP,0.027053
11850,19860331,XON,EXXON CORP,0.066986
11850,19860430,XON,EXXON CORP,0.015695
11850,19860530,XON,EXXON CORP,0.073289
11850,19860630,XON,EXXON CORP,0.016701
11850,19860731,XON,EXXON CORP,-0.002053
11850,19860829,XON,EXXON CORP,0.148560
11850,19860930,XON,EXXON CORP,-0.023593
11850,19861031,XON,EXXON CORP,0.011152
11850,19861128,XON,EXXON CORP,0.031618
11850,19861231,XON,EXXON CORP,0.012635
11850,19870130,XON,EXXON CORP,0.180036
11850,19870227,XON,EXXON CORP,-0.041994
11850,19870331,XON,EXXON CORP,0.094099
11850,19870430,XON,EXXON CORP,0.010204
11850,19870529,XON,EXXON CORP,0.014719
11850,19870630,XON,EXXON CORP,0.071839
11850,19870731,XON,EXXON CORP,0.009383
11850,19870831,XON,EXXON CORP,0.069057
11850,19870930,XON,EXXON CORP,-0.023839
11850,19871030,XON,EXXON CORP,-0.123393
11850,19871130,XON,EXXON CORP,-0.126100
11850,19871231,XON,EXXON CORP,0.037415
11850,19880129,XON,EXXON CORP,0.101639
11850,19880229,XON,EXXON CORP,0.026786
11850,19880331,XON,EXXON CORP,-0.014663
11850,19880429,XON,EXXON CORP,0.068452
11850,19880531,XON,EXXON CORP,0.015042
11850,19880630,XON,EXXON CORP,0.008333
11850,19880729,XON,EXXON CORP,0.044077
11850,19880831,XON,EXXON CORP,-0.006860
11850,19880930,XON,EXXON CORP,-0.037634
11850,19881031,XON,EXXON CORP,0.000000
11850,19881130,XON,EXXON CORP,-0.021229
11850,19881230,XON,EXXON CORP,0.017341
11850,19890131,XON,EXXON CORP,0.053977
11850,19890228,XON,EXXON CORP,-0.042049
11850,19890331,XON,EXXON CORP,0.000000
11850,19890428,XON,EXXON CORP,-0.017094
11850,19890531,XON,EXXON CORP,0.012754
11850,19890630,XON,EXXON CORP,0.020290
11850,19890731,XON,EXXON CORP,0.039773
11850,19890831,XON,EXXON CORP,-0.030601
11850,19890929,XON,EXXON CORP,0.022857
11850,19891031,XON,EXXON CORP,0.027933
11850,19891130,XON,EXXON CORP,0.040217
11850,19891229,XON,EXXON CORP,0.058201
11850,19900131,XON,EXXON CORP,-0.060000
11850,19900228,XON,EXXON CORP,0.012766
11850,19900330,XON,EXXON CORP,-0.018617
11850,19900430,XON,EXXON CORP,-0.018970
11850,19900531,XON,EXXON CORP,0.074033
11850,19900629,XON,EXXON CORP,-0.002604
11850,19900731,XON,EXXON CORP,0.083551
11850,19900831,XON,EXXON CORP,-0.024578
11850,19900928,XON,EXXON CORP,-0.020000
11850,19901031,XON,EXXON CORP,0.000000
11850,19901130,XON,EXXON CORP,0.046837
11850,19901231,XON,EXXON CORP,0.022222
11850,19910131,XON,EXXON CORP,-0.002415
11850,19910228,XON,EXXON CORP,0.080775
11850,19910328,XON,EXXON CORP,0.061224
11850,19910430,XON,EXXON CORP,0.017094
11850,19910531,XON,EXXON CORP,-0.009748
11850,19910628,XON,EXXON CORP,-0.002146
11850,19910731,XON,EXXON CORP,0.021505
11850,19910830,XON,EXXON CORP,-0.007663
11850,19910930,XON,EXXON CORP,0.021459
11850,19911031,XON,EXXON CORP,0.025210
11850,19911129,XON,EXXON CORP,-0.027951
11850,19911231,XON,EXXON CORP,0.038380
11850,19920131,XON,EXXON CORP,-0.043121
11850,19920228,XON,EXXON CORP,-0.007811
11850,19920331,XON,EXXON CORP,-0.041575
11850,19920430,XON,EXXON CORP,0.095890
11850,19920529,XON,EXXON CORP,0.022417
11850,19920630,XON,EXXON CORP,0.020619
11850,19920731,XON,EXXON CORP,0.026263
11850,19920831,XON,EXXON CORP,0.023150
11850,19920930,XON,EXXON CORP,-0.005837
11850,19921030,XON,EXXON CORP,-0.041096
11850,19921130,XON,EXXON CORP,-0.016816
11850,19921231,XON,EXXON CORP,0.027311
11850,19930129,XON,EXXON CORP,0.000000
11850,19930226,XON,EXXON CORP,0.052679
11850,19930331,XON,EXXON CORP,0.039293
11850,19930430,XON,EXXON CORP,-0.001890
11850,19930528,XON,EXXON CORP,0.003333
11850,19930630,XON,EXXON CORP,0.009542
11850,19930730,XON,EXXON CORP,-0.007561
11850,19930831,XON,EXXON CORP,0.007162
11850,19930930,XON,EXXON CORP,0.001912
11850,19931029,XON,EXXON CORP,-0.001908
11850,19931130,XON,EXXON CORP,-0.029140
11850,19931231,XON,EXXON CORP,0.005976
11850,19940131,XON,EXXON CORP,0.053465
11850,19940228,XON,EXXON CORP,-0.013609
11850,19940331,XON,EXXON CORP,-0.030829
11850,19940429,XON,EXXON CORP,0.000000
11850,19940531,XON,EXXON CORP,-0.016382
11850,19940630,XON,EXXON CORP,-0.071575
11850,19940729,XON,EXXON CORP,0.048458
11850,19940831,XON,EXXON CORP,0.012101
11850,19940930,XON,EXXON CORP,-0.033613
11850,19941031,XON,EXXON CORP,0.093478
11850,19941130,XON,EXXON CORP,-0.027833
11850,19941230,XON,EXXON CORP,0.006211
11850,19950131,XON,EXXON CORP,0.028807
11850,19950228,XON,EXXON CORP,0.034000
11850,19950331,XON,EXXON CORP,0.043053
11850,19950428,XON,EXXON CORP,0.043152
11850,19950531,XON,EXXON CORP,0.037770
11850,19950630,XON,EXXON CORP,-0.010508
11850,19950731,XON,EXXON CORP,0.026549
11850,19950831,XON,EXXON CORP,-0.041379
11850,19950929,XON,EXXON CORP,0.050909
11850,19951031,XON,EXXON CORP,0.057093
11850,19951130,XON,EXXON CORP,0.022913
11850,19951229,XON,EXXON CORP,0.048465
11850,19960131,XON,EXXON CORP,-0.010786
11850,19960229,XON,EXXON CORP,0.000000
11850,19960329,XON,EXXON CORP,0.025157
11850,19960430,XON,EXXON CORP,0.042945
11850,19960531,XON,EXXON CORP,0.006353
11850,19960628,XON,EXXON CORP,0.025074
11850,19960731,XON,EXXON CORP,-0.053237
11850,19960830,XON,EXXON CORP,0.000486
11850,19960930,XON,EXXON CORP,0.021472
11850,19961031,XON,EXXON CORP,0.064565
11850,19961129,XON,EXXON CORP,0.073794
11850,19961231,XON,EXXON CORP,0.038411
11850,19970131,XON,EXXON CORP,0.057398
11850,19970228,XON,EXXON CORP,-0.024946
11850,19970331,XON,EXXON CORP,0.074813
11850,19970430,XON,EXXON CORP,0.051044
11850,19970530,XON,EXXON CORP,0.053598
11850,19970630,XON,EXXON CORP,0.033755
11850,19970731,XON,EXXON CORP,0.048980
11850,19970829,XON,EXXON CORP,-0.041284
11850,19970930,XON,EXXON CORP,0.046987
11850,19971031,XON,EXXON CORP,-0.040976
11850,19971128,XON,EXXON CORP,-0.000448
11850,19971231,XON,EXXON CORP,0.003074
11850,19980130,XON,EXXON CORP,-0.030644
11850,19980227,XON,EXXON CORP,0.081728
11850,19980331,XON,EXXON CORP,0.060784
11850,19980430,XON,EXXON CORP,0.080407
11850,19980529,XON,EXXON CORP,-0.029461
11850,19980630,XON,EXXON CORP,0.012411
11850,19980731,XON,EXXON CORP,-0.015762
11850,19980831,XON,EXXON CORP,-0.062669
11850,19980930,XON,EXXON CORP,0.079274
11850,19981030,XON,EXXON CORP,0.014159
11850,19981130,XON,EXXON CORP,0.052845
11850,19981231,XON,EXXON CORP,-0.025000
11850,19990129,XON,EXXON CORP,-0.039316
11850,19990226,XON,EXXON CORP,-0.046655
11850,19990331,XON,EXXON CORP,0.060094
11850,19990430,XON,EXXON CORP,0.177148
11850,19990528,XON,EXXON CORP,-0.033439
11850,19990630,XON,EXXON CORP,-0.034429
11850,19990730,XON,EXXON CORP,0.029173
11850,19990831,XON,EXXON CORP,-0.001134
11850,19990930,XON,EXXON CORP,-0.036450
11850,19991029,XON,EXXON CORP,-0.025493
11850,19991130,XON,EXXON CORP,0.076827
11850,19991231,XOM,EXXON MOBIL CORP,0.015760
11850,20000131,XOM,EXXON MOBIL CORP,0.035687
11850,20000229,XOM,EXXON MOBIL CORP,-0.092105
11850,20000331,XOM,EXXON MOBIL CORP,0.034855
11850,20000428,XOM,EXXON MOBIL CORP,-0.003208
11850,20000531,XOM,EXXON MOBIL CORP,0.078069
11850,20000630,XOM,EXXON MOBIL CORP,-0.057764
11850,20000731,XOM,EXXON MOBIL CORP,0.019108
11850,20000831,XOM,EXXON MOBIL CORP,0.025812
11850,20000929,XOM,EXXON MOBIL CORP,0.091884
11850,20001031,XOM,EXXON MOBIL CORP,0.000701
11850,20001130,XOM,EXXON MOBIL CORP,-0.008381
11850,20001229,XOM,EXXON MOBIL CORP,-0.012074
11850,20010131,XOM,EXXON MOBIL CORP,-0.032063
11850,20010228,XOM,EXXON MOBIL CORP,-0.031610
11850,20010330,XOM,EXXON MOBIL CORP,-0.000617
11850,20010430,XOM,EXXON MOBIL CORP,0.093827
11850,20010531,XOM,EXXON MOBIL CORP,0.006659
11850,20010629,XOM,EXXON MOBIL CORP,-0.015549
11850,20010731,XOM,EXXON MOBIL CORP,-0.043847
11850,20010831,XOM,EXXON MOBIL CORP,-0.033046
11850,20010928,XOM,EXXON MOBIL CORP,-0.018680
11850,20011031,XOM,EXXON MOBIL CORP,0.001269
11850,20011130,XOM,EXXON MOBIL CORP,-0.046134
11850,20011231,XOM,EXXON MOBIL CORP,0.050802
11850,20020131,XOM,EXXON MOBIL CORP,-0.006361
11850,20020228,XOM,EXXON MOBIL CORP,0.063508
11850,20020328,XOM,EXXON MOBIL CORP,0.061259
11850,20020430,XOM,EXXON MOBIL CORP,-0.083505
11850,20020531,XOM,EXXON MOBIL CORP,-0.000249
11850,20020628,XOM,EXXON MOBIL CORP,0.024793
11850,20020731,XOM,EXXON MOBIL CORP,-0.101662
11850,20020830,XOM,EXXON MOBIL CORP,-0.029380
11850,20020930,XOM,EXXON MOBIL CORP,-0.100141
11850,20021031,XOM,EXXON MOBIL CORP,0.055172
11850,20021129,XOM,EXXON MOBIL CORP,0.040701
11850,20021231,XOM,EXXON MOBIL CORP,0.004023
11850,20030131,XOM,EXXON MOBIL CORP,-0.022610
11850,20030228,XOM,EXXON MOBIL CORP,0.002928
11850,20030331,XOM,EXXON MOBIL CORP,0.027337
11850,20030430,XOM,EXXON MOBIL CORP,0.007153
11850,20030530,XOM,EXXON MOBIL CORP,0.041193
11850,20030630,XOM,EXXON MOBIL CORP,-0.013462
11850,20030731,XOM,EXXON MOBIL CORP,-0.009190
11850,20030829,XOM,EXXON MOBIL CORP,0.066610
11850,20030930,XOM,EXXON MOBIL CORP,-0.029178
11850,20031031,XOM,EXXON MOBIL CORP,-0.000546
11850,20031128,XOM,EXXON MOBIL CORP,-0.003554
11850,20031231,XOM,EXXON MOBIL CORP,0.132597
11850,20040130,XOM,EXXON MOBIL CORP,-0.005122
11850,20040227,XOM,EXXON MOBIL CORP,0.039961
11850,20040331,XOM,EXXON MOBIL CORP,-0.013754
11850,20040430,XOM,EXXON MOBIL CORP,0.023082
11850,20040528,XOM,EXXON MOBIL CORP,0.022797
11850,20040630,XOM,EXXON MOBIL CORP,0.026821
11850,20040730,XOM,EXXON MOBIL CORP,0.042558
11850,20040831,XOM,EXXON MOBIL CORP,0.001512
11850,20040930,XOM,EXXON MOBIL CORP,0.048373
11850,20041029,XOM,EXXON MOBIL CORP,0.018415
11850,20041130,XOM,EXXON MOBIL CORP,0.046729
11850,20041231,XOM,EXXON MOBIL CORP,0.000195
11850,20050131,XOM,EXXON MOBIL CORP,0.006633
11850,20050228,XOM,EXXON MOBIL CORP,0.232171
11850,20050331,XOM,EXXON MOBIL CORP,-0.058601
11850,20050429,XOM,EXXON MOBIL CORP,-0.043121
